DAT_DATA_SERVIZIO,COD_ANNO_STAGIONE,DES_ANNO_STAGIONE,DES_STAGIONALITA,DES_TIPOLOGIA_GIORNO,DES_PERIODICITA,FLG_ESCLUSIONE_STATISTICA,DES_MOTIVO_ESCLUSIONE
2020-09-10,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-11,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-12,20-EST,2020 Estivo,null,Sabato,null,S,INIZIO SCUOLE
2020-09-13,20-EST,2020 Estivo,null,Festivo,null,N,INIZIO SCUOLE
2020-09-14,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,INIZIO SCUOLE
2020-09-15,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,INIZIO SCUOLE
2020-09-16,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,INIZIO SCUOLE
2020-09-17,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,INIZIO SCUOLE
2020-09-18,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,INIZIO SCUOLE
2020-09-19,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,INIZIO SCUOLE
2020-09-20,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,INIZIO SCUOLE
2020-09-21,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-09-22,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-09-23,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-09-24,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-09-25,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-09-26,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-09-27,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-09-28,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-09-29,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-09-30,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-01,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-02,2021-INV1,2020-21 Invernale 1 feriale (14 sett-4 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-03,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-10-04,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-10-05,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-06,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-07,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-08,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-09,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-10,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-10-11,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-10-12,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-13,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-14,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-15,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-16,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-17,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-10-18,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-10-19,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-20,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-21,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-22,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-23,2021-INV2,2020-21 Invernale 2 feriale (5 ottobre-25 ottobre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-24,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-10-25,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-10-26,2021-INV3,2020-21 Invernale 3 feriale (26 ottobre-1 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-27,2021-INV3,2020-21 Invernale 3 feriale (26 ottobre-1 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-28,2021-INV3,2020-21 Invernale 3 feriale (26 ottobre-1 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-29,2021-INV3,2020-21 Invernale 3 feriale (26 ottobre-1 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-30,2021-INV3,2020-21 Invernale 3 feriale (26 ottobre-1 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-10-31,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-11-01,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-11-02,2021-INV4,2020-21 Invernale 4 feriale (2 novembre- 6 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-03,2021-INV4,2020-21 Invernale 4 feriale (2 novembre- 6 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-04,2021-INV4,2020-21 Invernale 4 feriale (2 novembre- 6 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-05,2021-INV4,2020-21 Invernale 4 feriale (2 novembre- 6 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-06,2021-INV4,2020-21 Invernale 4 feriale (2 novembre- 6 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-07,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-11-08,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-11-09,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-10,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-11,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-12,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-13,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-14,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-11-15,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-11-16,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-17,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-18,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-19,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-20,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-21,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-11-22,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-11-23,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-24,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-25,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-26,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-27,2021-INV5,2020-21 Invernale 5 feriale (9 novembre- 29 novembre),Invernale,Feriale Lun-Ven,null,N,null
2020-11-28,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-11-29,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-11-30,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-01,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-02,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-03,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-04,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-05,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-12-06,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-12-07,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-08,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-12-09,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-10,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-11,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-12,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-12-13,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-12-14,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-15,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-16,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-17,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-18,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,N,null
2020-12-19,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Sabato,null,N,null
2020-12-20,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),Invernale,Festivo,null,N,null
2020-12-21,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2020-12-22,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),Invernale,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2020-12-23,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),null,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2020-12-24,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),null,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2020-12-25,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),null,null,null,S,SOSPESO
2020-12-26,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),null,Festivo,null,S,VACANZE NATALIZIE
2020-12-27,2021-INVNF1,2020-21 Invernale non feriale (14 sett-31 dicembre),null,Festivo,null,S,VACANZE NATALIZIE
2020-12-28,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),null,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2020-12-29,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),null,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2020-12-30,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),null,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2020-12-31,2021-INV6,2020-21 Invernale 6 feriale (30 novembre- 31 dicembre),null,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2021-01-01,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),null,null,null,S,VACANZE NATALIZIE
2021-01-02,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),null,Sabato,null,S,VACANZE NATALIZIE
2021-01-03,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),null,Festivo,null,S,VACANZE NATALIZIE
2021-01-04,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),null,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2021-01-05,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),null,Feriale Lun-Ven,null,S,VACANZE NATALIZIE
2021-01-06,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),null,Festivo,null,S,VACANZE NATALIZIE
2021-01-07,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,S,null
2021-01-08,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,S,null
2021-01-09,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,S,null
2021-01-10,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,S,null
2021-01-11,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-12,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-13,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-14,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-15,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-16,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-01-17,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-01-18,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-19,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-20,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-21,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-22,2021-INV7,2020-21 Invernale 7 feriale (11 gennaio - 24 gennaio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-23,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-01-24,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-01-25,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-26,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-27,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-28,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-29,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-01-30,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-01-31,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-02-01,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-02,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-03,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-04,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-05,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-06,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-02-07,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-02-08,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-09,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-10,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-11,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-12,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,N,null
2021-02-13,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-02-14,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-02-15,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,S,CARNEVALE
2021-02-16,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,S,CARNEVALE
2021-02-17,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,S,CARNEVALE
2021-02-18,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,S,CARNEVALE
2021-02-19,2021-INV8,2020-21 Invernale 8 feriale (25 gennaio - 21 febbraio),Invernale,Feriale Lun-Ven,null,S,CARNEVALE
2021-02-20,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,S,CARNEVALE
2021-02-21,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,S,CARNEVALE
2021-02-22,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-02-23,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-02-24,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-02-25,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-02-26,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-02-27,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-02-28,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-03-01,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-02,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-03,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-04,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-05,2021-INV9,2020-21 Invernale 9 feriale (22 febbraio - 7 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-06,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-03-07,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-03-08,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-09,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-10,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-11,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-12,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-13,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-03-14,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-03-15,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-16,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-17,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-18,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-19,2021-INV91,2020-21 Invernale 91 feriale (8 marzo - 21 marzo),Invernale,Feriale Lun-Ven,null,N,null
2021-03-20,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-03-21,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-03-22,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,N,null
2021-03-23,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,N,null
2021-03-24,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,N,null
2021-03-25,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,N,null
2021-03-26,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,N,null
2021-03-27,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,N,null
2021-03-28,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Festivo,null,N,null
2021-03-29,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,S,VACANZE PASQUA
2021-03-30,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,S,VACANZE PASQUA
2021-03-31,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,S,VACANZE PASQUA
2021-04-01,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,S,VACANZE PASQUA
2021-04-02,2021-INV92,2020-21 Invernale 92 feriale ( 22 marzo-  6 aprile),Invernale,Feriale Lun-Ven,null,S,VACANZE PASQUA
2021-04-03,2021-INVNF2,2021-21 Invernale 2 non feriale (gennaio-5 aprile),Invernale,Sabato,null,S,VACANZE PASQUA
