COD_MATRICOLA_VEICOLO,DES_TARGA,DES_TARGA_PRECEDENTE,NUM_POSTI_A_SEDERE,NUM_POSTI_TOTALI_LIBRETTO,NUM_LUNGHEZZA_EFFETTIVA,NUM_MAX_CLASSE_DIMENSIONE,COD_DIMENSIONE,DES_DIMENSIONE,DES_CLASSE_DIMENSIONE,DES_NORMATIVA_INQUINANTI_CEE,COD_CARROZZERIA_MCTC,DES_CARROZZERIA_MCTC,COD_CATEGORIA_MCTC,DES_CATEGORIA_MCTC,COD_CLASSE_MCTC,DES_CLASSE_MCTC,COD_CLASSE_AMBIENTALE,DES_CLASSE_AMBIENTALE,COD_TIPO_PIANALE,DES_TIPO_PIANALE,COD_TIPO_VEICOLO,DES_TIPO_VEICOLO,COD_CARROZZERIA,DES_CARROZZERIA,COD_VERSIONE_CARROZZERIA,DES_VERSIONE_CARROZZERIA,COD_FAMIGLIA_BUS,DES_FAMIGLIA_BUS,DES_TIPO_PROPRIETA,COD_GRUPPO_VEICOLO,DES_GRUPPO_VEICOLO,COD_SCARL,DES_SCARL,COD_MARCA,DES_MARCA,COD_MODELLO,DES_MODELLO_MARCA,COD_ALIMENTAZIONE,DES_ALIMENTAZIONE,COD_STATO_VEICOLO_ATTUALE,DES_STATO_VEICOLO_ATTUALE,COD_USO_VEICOLO,DES_USO_VEICOLO,COD_ENTE_CONCEDENTE,DES_ENTE_CONCEDENTE,COD_LOTTO_CONTRATTO_BUS,DES_LOTTO_CONTRATTO_BUS,COD_DEPOSITO_BUS_ATTUALE,DES_DEPOSITO_BUS_ATTUALE,COD_DEPOSITO_BUS_ASSEGNATO,DES_DEPOSITO_BUS_ASSEGNATO,COD_SEDE_LAVORAZIONE_BUS,DES_SEDE_LAVORAZIONE_BUS,COD_PROPRIETARIO,DES_PROPRIETARIO,DES_TIPOLOGIA_PROPRIETARIO,COD_BACINO,COD_UNITA_PRODUTTIVA,COD_PRODOTTO_TRAZIONE,DES_PRODOTTO_TRAZIONE,COD_MOTORE,DAT_IMMATRICOLAZIONE,DAT_ENTRATA_SERVIZIO,DAT_USCITA_SERVIZIO,NUM_ANNI_ETA,DAT_ATTIVAZIONE_FULL_SERVICE,DAT_SCADENZA_FULL_SERVICE,DAT_INIZIO_CONTRATTO,DAT_FINE_CONTRATTO,DAT_ULTIMA_REVISIONE,DAT_SCADENZA_REVISIONE,DAT_SCADENZA_GARANZIA,DAT_ULTIMO_RIFORNIMENTO,DAT_ALIENAZIONE,DAT_AUT_ALIENAZIONE,FLG_VALIDITA,DAT_INIZIO_VALIDITA,DAT_FINE_VALIDITA,FLG_MOVIMENTO,NUM_KM_PROGR,IMP_PREZZO_ACQ,IMP_FINANZIAMENTO,IMP_VALORE_RESIDUO_ATT,FLG_LEASING,FLG_FULL_SERVICE
91167,AJ197HK,null,20,116,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO1 91/542 CEE-A,CA,A UN PIANO,M3,AUTOBUS,I,CLASSE I,E1,EURO1,03,RIALZATO (PIANALE MAX 87 CM),null,null,04,BREDAMENARINI,001,MONOCAR,20,VEICOLI DI TERZI,COMODATO,001,INT/NOR - PROVINCIA MONZA E BRIANZA,null,null,BRE,BREDAMENARINI,001,M220LU FIAT,03,GASOLIO,A,ALIENATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,02,PROVINCIA DI MILANO,null,null,MNZ,MONZA VIA ASPROMONTE,MNZ,MONZA VIA ASPROMONTE,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,null,1,GASOLIO AUT.,0057,1995-01-01,2007-11-01,2007-12-22,31,null,null,null,null,null,1996-01-31,null,2007-12-13,2007-12-22,2007-12-27,S,2000-01-01,2999-12-31,S,477279,0.00,0.00,0.00,N,N
91201,DEPURATORE,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,IM,IMPIANTI FISSI,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,101,DEPURATORE ACQUE,null,null,E,ESERCIZIO,null,null,null,null,null,null,CHI,CHIERI,CHI,CHIERI,CHI,CHIERI - VIA C. ROSSI DI MONTELERA,CAV,CAVOURESE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2022-06-01,null,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
91209,CARICABATT,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,126,CARICABATTERIE,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,CHI,CHIERI,CHI,CHIERI,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,999,null,null,null,null,2022-06-01,null,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
91310,EQUILIBRAT,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,041,BILANCIATRICE,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,GIA,GIAVENO,GIA,GIAVENO,GIA,GIAVENO - VIA COAZZE 23,CAV,CAVOURESE,INTERNA,999,null,null,null,null,2022-06-01,null,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
91317,MOLA,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,025,MOLA X SMERIGLIO,null,null,E,ESERCIZIO,null,null,null,null,null,null,GIA,GIAVENO,GIA,GIAVENO,GIA,GIAVENO - VIA COAZZE 23,CAV,CAVOURESE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2022-06-01,null,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
91401,COLONNE,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,IM,IMPIANTI FISSI,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,028,COLONNE MOBILI X SOLLEVAMENTO,null,null,E,ESERCIZIO,null,null,null,null,null,null,STN,null,CAV,CAVOUR,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,S,2026-03-05,2999-12-31,S,0,0.00,0.00,0.00,null,N
91502,MI88178W,null,56,57,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,19,ORLANDI,002,POKER,04,INTERURBANO,PROPRIETÀ,024,INT/MSE - COMUNE MILANO,null,null,IVE,IVECO,003,370.12.30,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,COR,null,COR,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,null,1,GASOLIO AUT.,0001,1984-01-01,1984-01-01,2007-06-23,42,null,null,null,null,2006-11-10,2007-11-30,null,2007-02-01,2007-06-23,null,S,2000-01-01,2999-12-31,S,1041043,0.00,0.00,0.00,N,N
91635,CS252XY,null,49,68,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO3 2001/27 CE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E3,EURO3,03,RIALZATO (PIANALE MAX 87 CM),L1,12M,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CRM,CREMA (PIP),MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0045,2005-01-03,2005-01-05,2023-11-17,21,null,null,2005-01-03,2017-12-30,null,2006-01-31,null,2023-06-19,2023-11-17,null,S,2017-02-01,2999-12-31,S,920688,193000.00,0.00,2659.43,N,N
92003,IDROPULITR,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,034,IDROPULITRICE A GASOLIO,null,null,E,ESERCIZIO,null,null,null,null,null,null,STN,null,STN,null,NOV,NOVARA - VIA GIBELLINI 40,STN,SOCIETÀ TRASPORTI NOVARESI,INTERNA,999,null,1,GASOLIO AUT.,null,2011-08-01,null,null,14,null,null,null,null,null,2110-08-01,null,null,null,null,S,2023-10-19,2999-12-31,S,0,0.00,0.00,0.00,null,N
92006,TRAPANO,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,023,TRAPANO A COLONNA,null,null,E,ESERCIZIO,null,null,null,null,null,null,STN,null,STN,null,NOV,NOVARA - VIA GIBELLINI 40,STN,SOCIETÀ TRASPORTI NOVARESI,INTERNA,999,null,null,null,null,2016-02-01,null,null,10,null,null,null,null,null,2115-02-01,null,null,null,null,S,2023-10-19,2999-12-31,S,0,0.00,0.00,0.00,N,N
92018,CRIC,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,MA,MANUALE,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,031,CRICK MOBILE PNEUMATICO,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,STN,null,STN,null,NOV,NOVARA - VIA GIBELLINI 40,STN,SOCIETÀ TRASPORTI NOVARESI,INTERNA,999,null,null,null,null,null,null,2024-09-04,null,null,null,null,null,null,null,null,null,null,null,S,2023-10-19,2999-12-31,S,0,0.00,0.00,0.00,null,N
92030,LINEAVITA,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,null,null,null,null,null,null,IM,IMPIANTI FISSI,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,130,LINEA VITA,null,null,E,ESERCIZIO,null,null,null,null,null,null,STN,null,STN,null,NOV,NOVARA - VIA GIBELLINI 40,STN,SOCIETÀ TRASPORTI NOVARESI,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2015-11-22,2015-11-22,null,10,null,null,null,null,null,2114-11-22,null,null,null,null,S,2015-11-22,2999-12-31,S,0,0.00,0.00,0.00,null,N
92033,MANOMETRO,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,MA,MANUALE,null,null,null,null,null,null,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,131,MANOMETRO,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,STN,null,STN,null,NOV,NOVARA - VIA GIBELLINI 40,STN,SOCIETÀ TRASPORTI NOVARESI,INTERNA,999,null,1,GASOLIO AUT.,null,2022-04-01,2022-04-01,2025-05-27,4,null,null,null,null,null,2121-04-01,null,null,null,null,S,2022-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
92039,SPAZZATRIC,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,122,SPAZZATRICE,null,null,E,ESERCIZIO,null,null,null,null,null,null,STN,null,STN,null,NOV,NOVARA - VIA GIBELLINI 40,STN,SOCIETÀ TRASPORTI NOVARESI,INTERNA,999,null,1,GASOLIO AUT.,null,null,2024-07-01,null,null,null,null,null,null,null,null,null,null,null,null,S,2023-10-19,2999-12-31,S,0,0.00,0.00,0.00,null,N
93005,ASPOLIO,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,null,null,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,null,null,null,null,null,null,E,ESERCIZIO,null,null,null,null,null,null,VIU,null,VIU,null,VIM,VIMERCATE - VIA PO 6,ZANI,ADDA BUS S.R.L.,INTERNA,999,null,1,GASOLIO AUT.,null,null,2025-08-13,null,null,null,null,null,null,null,null,null,null,null,null,S,2024-09-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
2,PC365294,null,2,2,4.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,N1,"AUTOCARRO (< 3,5 T)",null,null,E0,EURO0,null,null,null,null,08,FIAT,017,1.9 CARGO (TD),02,AUTOCARRO,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,FIA,FIAT,008,TALENTO,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,CRM,CREMA (PIP),CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,999,null,1,GASOLIO AUT.,0089,1988-01-01,1988-01-01,2007-12-04,38,null,null,null,null,2006-09-13,2008-09-30,null,2026-01-01,2007-12-04,null,S,2000-01-01,2999-12-31,S,90008,0.00,0.00,0.00,N,N
22,CX021ZG,null,4,4,4.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,EURO4 2003/76/CEE-B,CU,A UN PIANO,N1,"AUTOCARRO (< 3,5 T)",A,CLASSE A,E4,EURO4,null,null,null,null,08,FIAT,010,1.3 ACTIVE (MJT),02,AUTOCARRO,PROPRIETA,081,INT/COR - CORPORATE,null,null,FIA,FIAT,019,PUNTO,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),03,USO PROPRIO,99,VARI,null,null,DES,DESIO VIA ROSSA,DES,DESIO VIA ROSSA,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,1,GASOLIO AUT.,0075,2006-01-13,2006-01-18,2015-12-31,20,null,null,null,null,2014-01-13,2016-01-31,null,2015-12-23,2017-05-17,null,S,2000-01-01,2999-12-31,S,233645,0.00,0.00,0.00,N,N
32,DL111ZZ,null,0,4,3.84,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,EURO4 2003/76/CEE-B,CU,A UN PIANO,N1,"AUTOCARRO (< 3,5 T)",A,CLASSE A,E4,EURO4,null,null,null,null,08,FIAT,010,1.3 ACTIVE (MJT),02,AUTOCARRO,LOCAZIONE,081,INT/COR - CORPORATE,null,null,FIA,FIAT,019,PUNTO,03,GASOLIO,A,ALIENATO ( NO ASSICURAZIONE ),03,USO PROPRIO,99,VARI,null,null,QTL,MILANO VIA QUINTILIANO,QTL,MILANO VIA QUINTILIANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,1,GASOLIO AUT.,0080,2007-11-07,2007-11-07,2011-11-21,18,null,null,null,null,null,2011-11-30,null,2011-11-07,2011-11-21,2011-11-21,S,2000-01-01,2999-12-31,S,68455,0.00,0.00,0.00,N,N
59,EK116CN,null,1,2,3.53,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,EURO5 715/2007*692/08,CU,A UN PIANO,N1,"AUTOCARRO (< 3,5 T)",A,CLASSE A,E5,EURO5,null,null,null,null,08,FIAT,003,1.3 VAN (MJT),02,AUTOCARRO,LOCAZIONE,981,NLT/COR - CORPORATE,null,null,FIA,FIAT,009,PANDA,03,GASOLIO,A,ALIENATO ( NO ASSICURAZIONE ),03,USO PROPRIO,99,VARI,null,null,QTL,MILANO VIA QUINTILIANO,QTL,MILANO VIA QUINTILIANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,1,GASOLIO AUT.,0075,2011-08-30,2011-09-01,2016-09-12,14,null,null,2011-09-08,2016-09-06,2015-08-06,2017-08-31,2013-08-30,2016-09-12,null,null,S,2000-01-01,2999-12-31,S,72970,0.00,0.00,0.00,N,N
90,FF308GL,null,3,4,4.02,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,136/2014 (EURO6B),CU,A UN PIANO,N1,"AUTOCARRO (< 3,5 T)",A,CLASSE A,E6,EURO6,null,null,null,null,18,OPEL,005,1.3 VAN (CDTI),02,AUTOCARRO,LOCAZIONE,981,NLT/COR - CORPORATE,null,null,OPE,OPEL,002,CORSA,03,GASOLIO,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,MGN,MILANO VIA MARIGNANO,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,1,GASOLIO AUT.,0175,2016-07-29,2016-09-15,2021-10-18,9,null,null,2016-09-14,2021-09-14,2020-07-17,2022-07-31,2018-07-29,2021-11-02,2021-10-18,null,S,2016-07-29,2999-12-31,S,76000,0.00,0.00,0.00,N,N
128,GG756BA,null,4,5,4.09,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,CU,A UN PIANO,M1,AUTOVETTURA,A,CLASSE A,EL,ELETTRICO,01,RIBASSATO TOTALMENTE,null,null,22,RENAULT,null,null,01,AUTOVETTURA,LOCAZIONE,981,NLT/COR - CORPORATE,null,null,REN,RENAULT,007,ZOE,04,ELETTRICA,E,ESERCIZIO,03,USO PROPRIO,98,ASSENTE,null,null,MGN,MILANO VIA MARIGNANO,QTL,MILANO VIA QUINTILIANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,E,ENERGIA ELETTRICA,0212,2021-06-24,null,null,5,null,null,null,null,2025-06-11,2027-06-30,null,2025-10-09,null,null,S,2021-07-12,2999-12-31,S,50334,0.00,0.00,0.00,N,N
133,GG574RN,null,4,5,4.09,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,CU,A UN PIANO,M1,AUTOVETTURA,A,CLASSE A,EL,ELETTRICO,01,RIBASSATO TOTALMENTE,null,null,22,RENAULT,null,null,01,AUTOVETTURA,LOCAZIONE,981,NLT/COR - CORPORATE,null,null,REN,RENAULT,007,ZOE,04,ELETTRICA,E,ESERCIZIO,03,USO PROPRIO,98,ASSENTE,null,null,LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA - SS105 VIA MILANO 5/7,AGI,AUTOGUIDOVIE,INTERNA,COR,null,E,ENERGIA ELETTRICA,0212,2021-08-05,2021-09-08,null,4,2021-09-02,2026-09-02,null,null,2025-08-29,2027-08-31,null,2023-04-06,null,null,S,2000-01-01,2999-12-31,S,13968,0.00,0.00,0.00,N,S
153,GN482XD,null,4,5,4.09,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,CU,A UN PIANO,M1,AUTOVETTURA,A,CLASSE A,EL,ELETTRICO,01,RIBASSATO TOTALMENTE,null,null,22,RENAULT,null,null,01,AUTOVETTURA,LOCAZIONE,981,NLT/COR - CORPORATE,null,null,REN,RENAULT,007,ZOE,04,ELETTRICA,A,ALIENATO ( NO ASSICURAZIONE ),99,ALTRO,10,COMUNE DI MILANO,null,null,PAV,PAVIA CAMPEGGI,PAV,PAVIA CAMPEGGI,PAV,PAVIA - STRADA CAMPEGGI 17,AGI,AUTOGUIDOVIE,INTERNA,COR,null,E,ENERGIA ELETTRICA,0212,2023-05-08,2023-07-04,null,3,null,null,null,null,null,2027-05-31,null,2024-01-16,null,null,S,2000-01-01,2999-12-31,S,10733,0.00,0.00,0.00,N,N
169,GZ431ER,null,3,4,3.70,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,M1,AUTOVETTURA,null,null,EL,ELETTRICO,null,null,null,null,null,null,null,null,01,AUTOVETTURA,LOCAZIONE,981,NLT/COR - CORPORATE,null,null,DAC,DACIA,01,SPRING,null,null,E,ESERCIZIO,null,null,null,null,null,null,QTL,MILANO VIA QUINTILIANO,PVU,null,PAV,PAVIA - STRADA CAMPEGGI 17,AGI,AUTOGUIDOVIE,INTERNA,COR,null,E,ENERGIA ELETTRICA,null,2025-03-31,2025-04-30,null,1,null,null,null,null,null,2029-03-31,null,null,null,null,S,2025-04-28,2999-12-31,S,0,0.00,0.00,0.00,null,N
183,HA875JV,null,2,3,5.53,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,N1,"AUTOCARRO (< 3,5 T)",null,null,E6,EURO6,null,null,null,null,null,null,null,null,02,AUTOCARRO,PROPRIETA,981,NLT/COR - CORPORATE,null,null,FOR,FORD,004,TRANSIT,null,null,E,ESERCIZIO,null,null,null,null,null,null,PAV,PAVIA CAMPEGGI,DES,DESIO VIA ROSSA,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,COR,null,1,GASOLIO AUT.,null,2025-07-14,2025-10-16,null,1,null,null,null,null,null,2029-07-31,null,2026-07-13,null,null,S,2025-10-16,2999-12-31,S,16839,0.00,0.00,0.00,null,N
185,HB039PJ,null,4,5,4.05,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,M1,AUTOVETTURA,null,null,E6,EURO6,null,null,null,null,null,null,null,null,01,AUTOVETTURA,LOCAZIONE,981,NLT/COR - CORPORATE,null,null,REN,RENAULT,002,CLIO,03,GASOLIO,E,ESERCIZIO,03,USO PROPRIO,98,ASSENTE,null,null,LCH,LACCHIARELLA (DEPOSITO),MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,1H,GASOLIO AUT/HVO,0216,2025-11-06,2025-12-10,null,0,null,null,null,null,null,2029-11-30,null,2026-06-30,null,null,S,2024-09-19,2999-12-31,S,12022,0.00,0.00,0.00,null,N
187,HE987GC,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,M3,AUTOBUS,null,null,null,null,null,null,null,null,null,null,null,null,01,AUTOVETTURA,PROPRIETA,981,NLT/COR - CORPORATE,null,null,BYD,BYD,001,BYD,null,null,E,ESERCIZIO,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,COR,null,1,GASOLIO AUT.,null,null,2026-07-08,null,null,null,null,null,null,null,null,null,null,null,null,S,2026-07-08,2999-12-31,S,0,0.00,0.00,0.00,null,N
201,VAA98811,null,5,5,4.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,EURO0 88/77 CEE,CU,A UN PIANO,M1,AUTOVETTURA,A,CLASSE A,E0,EURO0,null,null,null,null,25,VOLKSWAGEN,null,null,01,AUTOVETTURA,PROPRIETÀ,081,INT/COR - CORPORATE,null,null,WOL,VOLKSWAGEN,001,GOLF,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),03,USO PROPRIO,99,VARI,null,null,***,null,***,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,1,GASOLIO AUT.,0089,1990-01-01,1990-01-01,2004-11-16,36,null,null,null,null,null,1994-01-31,null,2004-06-21,2004-11-16,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
209,BX339SA,null,7,7,4.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,EURO2 92/97 CEE,CU,A UN PIANO,M1,AUTOVETTURA,A,CLASSE A,E2,EURO2,null,null,null,null,16,MERCEDES BENZ,004,2.2 MONOVOLUME (CDI),01,AUTOVETTURA,PROPRIETA,081,INT/COR - CORPORATE,null,null,MER,MERCEDES BENZ,005,CLASSE V 220,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),03,USO PROPRIO,99,VARI,null,null,***,null,***,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,1,GASOLIO AUT.,0089,2001-10-25,2001-10-25,2005-05-31,24,null,null,null,null,null,2005-10-31,null,2005-06-27,2005-05-31,null,S,2000-01-01,2999-12-31,S,266660,0.00,0.00,0.00,N,N
210,BJ926LF,null,5,5,4.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,EURO2 96/69,CU,A UN PIANO,M1,AUTOVETTURA,A,CLASSE A,E2,EURO2,null,null,null,null,18,OPEL,001,1.7 BERLINA (TD),01,AUTOVETTURA,PROPRIETA,081,INT/COR - CORPORATE,null,null,OPE,OPEL,003,ASTRA,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),03,USO PROPRIO,99,VARI,null,null,SZL,SAN ZENONE A/L,SZL,SAN ZENONE A/L,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,COR,null,1,GASOLIO AUT.,0081,2000-01-01,2000-01-01,2011-03-18,26,null,null,null,null,2010-04-16,2012-04-30,null,2011-02-10,2011-06-22,2011-06-22,S,2000-01-01,2999-12-31,S,270748,0.00,0.00,0.00,N,N
